                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r21.12.1"                               "gfortran"                                 "10.2.0"                    "x86_64-linux-21.4.1"                                 "CRMATH"                               "20220413"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                           mass_conv_core                                   log_LH                                  log_LHe                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                             he_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_h1                               center_he4                               center_c12                               center_o16                               center_n14                               surface_h1                              surface_he4                              surface_c12                              surface_o16                              surface_n14                            total_mass_h1                           total_mass_he4 
                                       1                                     3793                  1.0000000000000000E+005                  5.0000000000000000E+000                  5.7999999999999996E-001                  5.9699565153503054E-002                 -1.1638992394043384E+000                 -5.4948649336397963E+001                 -1.1638992394043384E+000                 -1.1646594927585940E+000                 -3.9211052769916703E+000                 -5.4948649336397963E+001                  0.0000000000000000E+000                  3.6036013170304146E+000                 -1.1754669792191199E+000                 -2.7228296280589231E-001                  4.7460615464778551E+000                  1.7047782310591703E+001                  1.9221702748324054E+000                  6.9952281806651442E+000                  6.2138910221017896E-001                  6.9942799828543833E-001                  2.8009154551165683E-001                  3.4426932333013502E-003                  9.3805275895795445E-003                  1.0152312716361089E-003                  6.9999964425018890E-001                  2.7997020236475062E-001                  3.4468833607849119E-003                  9.3805276451495549E-003                  1.0103427409349516E-003                  4.0593813542091722E-001                  1.6239007722087143E-001 
                                       5                                      778                  7.4416000000000000E+005                  5.3167249841904987E+000                  5.7999999999999996E-001                  3.8429698606154111E-002                 -1.1634870580111196E+000                 -5.4953592713496420E+001                 -1.1634870580111196E+000                 -1.1642430380913866E+000                 -3.9231389523319229E+000                 -5.4953592713496420E+001                  0.0000000000000000E+000                  3.6025826081120300E+000                 -1.1834046545754697E+000                 -2.7421438264729797E-001                  4.7499243861606661E+000                  1.7047165130871019E+001                  1.9215935030214497E+000                  6.9952001960490557E+000                  6.2139310858177321E-001                  6.9941965783800153E-001                  2.8009664360844050E-001                  3.4425678121078650E-003                  9.3805276210876098E-003                  1.0153775687980798E-003                  6.9999964412904025E-001                  2.7997020236475029E-001                  3.4468833607849063E-003                  9.3805276451495358E-003                  1.0103427409349503E-003                  4.0593730480898066E-001                  1.6239029315665796E-001 
                                      10                                      777                  2.5958682112000003E+006                  5.7126312144286233E+000                  5.7999999999999996E-001                  3.8504070576951217E-002                 -1.1627853078282484E+000                 -5.4970755691839074E+001                 -1.1627853078282484E+000                 -1.1635286970089862E+000                 -3.9297250246018329E+000                 -5.4970755691839074E+001                  0.0000000000000000E+000                  3.6019070007727483E+000                 -1.1895838193215476E+000                 -2.7595275034177319E-001                  4.7534011215496168E+000                  1.7044894353528296E+001                  1.9195968862059944E+000                  6.9949651780453097E+000                  6.2140443578702420E-001                  6.9939608860035174E-001                  2.8011124139281468E-001                  3.4422192088038139E-003                  9.3805277085269225E-003                  1.0157841961434073E-003                  6.9999964347094068E-001                  2.7997020236475029E-001                  3.4468833607849063E-003                  9.3805276451495358E-003                  1.0103427409349503E-003                  4.0593493526289304E-001                  1.6239092600411179E-001 
                                      15                                      776                  7.2035107872931836E+006                  6.1085374446667471E+000                  5.7999999999999996E-001                  3.8616389929164760E-002                 -1.1633936488891756E+000                 -5.5019141286506375E+001                 -1.1633936488891756E+000                 -1.1641067061881423E+000                 -3.9484100103110649E+000                 -5.5019141286506375E+001                  0.0000000000000000E+000                  3.6013584788838537E+000                 -1.1945577658751789E+000                 -2.7734267984080041E-001                  4.7561809805476711E+000                  1.7039190530281051E+001                  1.9146716215735256E+000                  6.9942807429497114E+000                  6.2143187187301818E-001                  6.9933901067952731E-001                  2.8014898160776913E-001                  3.4413738439247892E-003                  9.3805279202967568E-003                  1.0167702698703344E-003                  6.9999964179404084E-001                  2.7997020236475029E-001                  3.4468833607849063E-003                  9.3805276451495358E-003                  1.0103427409349503E-003                  4.0592915463786516E-001                  1.6239256110921174E-001 
                                      20                                      778                  1.8668799962237377E+007                  6.5044436749048709E+000                  5.7999999999999996E-001                  3.7915022159701293E-002                 -1.1721473092218053E+000                 -5.5159831595769603E+001                 -1.1721473092218051E+000                 -1.1727896146834229E+000                 -4.0025111187726203E+000                 -5.5159831595769603E+001                  0.0000000000000000E+000                  3.6004316855905163E+000                 -1.2017041360175587E+000                 -2.7906227832531516E-001                  4.7596201775167009E+000                  1.7027114047731541E+001                  1.9049074635586059E+000                  6.9921494102298363E+000                  6.2149626608507069E-001                  6.9920505627629737E-001                  2.8024595814877257E-001                  3.4394564992334701E-003                  9.3805283979309078E-003                  1.0190067540801922E-003                  6.9999963620431827E-001                  2.7997020236475029E-001                  3.4468833607849063E-003                  9.3805276451495358E-003                  1.0103427409349503E-003                  4.0591540785401226E-001                  1.6239681589105276E-001 
                                      25                                      777                  4.7198108322034501E+007                  6.9003499051429955E+000                  5.7999999999999996E-001                  3.4555633216876790E-002                 -1.1899178962072596E+000                 -5.5414459932225725E+001                 -1.1899178962072594E+000                 -1.1904517953307592E+000                 -4.1005099218429288E+000                 -5.5414459932225725E+001                  0.0000000000000000E+000                  3.5994047106142268E+000                 -1.2060499452942597E+000                 -2.7918123301108677E-001                  4.7598580868882436E+000                  1.7011089758516636E+001                  1.8931696587183340E+000                  6.9881084489380854E+000                  6.2164402246644268E-001                  6.9889756703471173E-001                  2.8049877436763582E-001                  3.4353322158482140E-003                  9.3805294145234436E-003                  1.0238175285111879E-003                  6.9999961994072735E-001                  2.7997020236475029E-001                  3.4468833607849063E-003                  9.3805276451495358E-003                  1.0103427409349503E-003                  4.0588381249761135E-001                  1.6240774134104474E-001 
                                      30                                      778                  1.1818815689988488E+008                  7.2962561353811193E+000                  5.7999999999999996E-001                  2.8533571690878039E-002                 -1.1991129778331164E+000                 -5.5662230866276893E+001                 -1.1991129778331169E+000                 -1.1995498576628367E+000                 -4.1967537164813606E+000                 -5.5662230866276893E+001                  0.0000000000000000E+000                  3.5988260409600281E+000                 -1.2048787838081016E+000                 -2.7743831295960958E-001                  4.7563722467852889E+000                  1.6996688959948369E+001                  1.8831184658625686E+000                  6.9841148116213629E+000                  6.2198728955473692E-001                  6.9818310623661139E-001                  2.8117032875910325E-001                  3.4261664870094189E-003                  9.3805316630251115E-003                  1.0345089113841536E-003                  6.9999958174068000E-001                  2.7997020236475029E-001                  3.4468833607849050E-003                  9.3805276451495358E-003                  1.0103427409349508E-003                  4.0581235351972506E-001                  1.6243666879802887E-001 
                                      35                                      778                  2.9483411457712144E+008                  7.6921623656192430E+000                  5.7999999999999996E-001                  1.5795486022747732E-002                 -1.2012692854555937E+000                 -5.5943679871649245E+001                 -1.2012692854555940E+000                 -1.2016120078770267E+000                 -4.3042824291191506E+000                 -5.5943679871649245E+001                  0.0000000000000000E+000                  3.5982884152149617E+000                 -1.2036742022762454E+000                 -2.7576077070354854E-001                  4.7530171622731672E+000                  1.6984076895590924E+001                  1.8759103607538901E+000                  6.9793779270743492E+000                  6.2284707489482050E-001                  6.9639559386180228E-001                  2.8296537044402703E-001                  3.4025231685184468E-003                  9.3805375816526180E-003                  1.0620876041578869E-003                  6.9999945854887657E-001                  2.7997020236475029E-001                  3.4468833607849015E-003                  9.3805276451495358E-003                  1.0103427409349538E-003                  4.0565187041606360E-001                  1.6251604254999949E-001 
                                      40                                      768                  7.3438578398454285E+008                  8.0880685958573668E+000                  5.7999999999999996E-001                  2.7638362080157105E-003                 -1.2003288497868423E+000                 -5.6224284406389401E+001                 -1.2003288497868423E+000                 -1.2005956979476089E+000                 -4.4119823645321947E+000                 -5.6224284406389401E+001                  0.0000000000000000E+000                  3.5978736706290855E+000                 -1.2010638515401479E+000                 -2.7362610616374766E-001                  4.7487478331935655E+000                  1.6974397361088386E+001                  1.8731069503864997E+000                  6.9741390622259356E+000                  6.2518588201992997E-001                  6.9155155138121360E-001                  2.8785529839213919E-001                  3.3284626902414442E-003                  9.3805578815528857E-003                  1.1484737330683193E-003                  6.9999917183611626E-001                  2.7997020236475029E-001                  3.4468833607848976E-003                  9.3805276451495358E-003                  1.0103427409349586E-003                  4.0529509660422125E-001                  1.6273550173034329E-001 
