                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r21.12.1"                               "gfortran"                                 "10.2.0"                    "x86_64-linux-21.4.1"                                 "CRMATH"                               "20220412"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                           mass_conv_core                                   log_LH                                  log_LHe                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                             he_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_h1                               center_he4                               center_c12                               center_o16                               center_n14                               surface_h1                              surface_he4                              surface_c12                              surface_o16                              surface_n14                            total_mass_h1                           total_mass_he4 
                                       1                                     2418                  2.1179817943426369E+004                  4.3259222226975691E+000                  1.4100000000000001E+000                  1.6570808605398785E-001                  6.1087015465647576E-001                 -4.1115431289492903E+001                  6.1087015465647576E-001                  5.7583915968500310E-001                 -4.9985945189447090E-001                 -4.1115431289492903E+001                  0.0000000000000000E+000                  3.8282074657737555E+000                  5.8352501692623870E-001                  1.5800073778010523E-001                  4.2712852643983021E+000                  1.7313935435157866E+001                  1.9489222619907103E+000                  7.2523091815415519E+000                  6.4446754094632341E-001                  6.5281956046935397E-001                  3.2661739086249719E-001                  2.2065700699948784E-005                  9.1933296313845645E-003                  5.1697616216799646E-003                  6.9999999893123221E-001                  2.7997020236474879E-001                  3.4468833607860737E-003                  9.3805276451495410E-003                  1.0103427409336061E-003                  9.7436566919508727E-001                  4.0691072109048321E-001 
                                       5                                      886                  1.5761173320780168E+005                  4.6426472068880678E+000                  1.4100000000000001E+000                  2.3593212756930288E-002                  5.7241474279952775E-001                 -4.0981488430069035E+001                  5.7241474279952809E-001                  5.3079938320802134E-001                 -4.6675745499266258E-001                 -4.0981488430069035E+001                  0.0000000000000000E+000                  3.8286840534137414E+000                  5.8706559291739413E-001                  1.5881785049571090E-001                  4.2696510389670914E+000                  1.7314002646778036E+001                  1.9459476051865756E+000                  7.2553844144433643E+000                  6.4448476452866876E-001                  6.5278565685121381E-001                  3.2665797083350906E-001                  2.3469164366010506E-005                  9.1927712442632231E-003                  5.1686128361340608E-003                  6.9999999893123221E-001                  2.7997020236474879E-001                  3.4468833607860737E-003                  9.3805276451495410E-003                  1.0103427409336061E-003                  9.7436081858655499E-001                  4.0691574448054535E-001 
                                      10                                      884                  5.4980016118343873E+005                  5.0385534371261924E+000                  1.4100000000000001E+000                  6.6100984010820971E-002                  5.8164872598962725E-001                 -4.0899801762315768E+001                  5.8164872598962736E-001                  5.3838265269176344E-001                 -4.4144155798245960E-001                 -4.0899801762315768E+001                  0.0000000000000000E+000                  3.8288900329075006E+000                  5.8912218503513403E-001                  1.5943418756706271E-001                  4.2684183648243872E+000                  1.7315520025625048E+001                  1.9457840868813749E+000                  7.2570931771932861E+000                  6.4452102820660939E-001                  6.5271463005226582E-001                  3.2672755249792551E-001                  2.3291021618614540E-005                  9.1920679825870256E-003                  5.1694360233060241E-003                  6.9999999893123221E-001                  2.7997020236474879E-001                  3.4468833607860737E-003                  9.3805276451495410E-003                  1.0103427409336061E-003                  9.7434665349674587E-001                  4.0693022270798435E-001 
                                      15                                      887                  1.5256904702837754E+006                  5.4344596673643162E+000                  1.4100000000000001E+000                  7.7927550820151265E-002                  5.8746968604368188E-001                 -4.0836716100898549E+001                  5.8746968604368188E-001                  5.4216401533468461E-001                 -4.1661798539223316E-001                 -4.0836716100898549E+001                  0.0000000000000000E+000                  3.8295773464810545E+000                  5.9490321372056598E-001                  1.6095007476267101E-001                  4.2653865904331711E+000                  1.7318237180366804E+001                  1.9473230160773316E+000                  7.2583311392010774E+000                  6.4461913690855821E-001                  6.5252266787075741E-001                  3.2691994425738552E-001                  2.3641872963970194E-005                  9.1898056125119185E-003                  5.1710062705521585E-003                  6.9999999893123221E-001                  2.7997020236474879E-001                  3.4468833607860737E-003                  9.3805276451495410E-003                  1.0103427409336061E-003                  9.7431075588670679E-001                  4.0696672091482589E-001 
                                      20                                      889                  3.9540178442243249E+006                  5.8303658976024400E+000                  1.4100000000000001E+000                  8.5786382598609531E-002                  5.9267206254699489E-001                 -4.0779697736510329E+001                  5.9267206254699478E-001                  5.4554370273346331E-001                 -3.9518103113683478E-001                 -4.0779697736510329E+001                  0.0000000000000000E+000                  3.8299920953227886E+000                  5.9391789353092894E-001                  1.5962791698438464E-001                  4.2680309059897432E+000                  1.7319364883574700E+001                  1.9474739276364128E+000                  7.2594723820266784E+000                  6.4486016470305485E-001                  6.5205143651899944E-001                  3.2739188475956321E-001                  2.3760791106425356E-005                  9.1842455671377297E-003                  5.1757325724217087E-003                  6.9999999893123221E-001                  2.7997020236474879E-001                  3.4468833607860737E-003                  9.3805276451495410E-003                  1.0103427409336061E-003                  9.7421939317189621E-001                  4.0705867984115829E-001 
                                      25                                      889                  9.9964734153480716E+006                  6.2262721278405646E+000                  1.4100000000000001E+000                  8.6595924870794136E-002                  5.9246782346476379E-001                 -4.0757466315786424E+001                  5.9246782346476379E-001                  5.4468644468432403E-001                 -3.8972948253280704E-001                 -4.0757466315786424E+001                  0.0000000000000000E+000                  3.8299377451189782E+000                  5.9249936414856208E-001                  1.5902735270082152E-001                  4.2692320345568699E+000                  1.7319463747018379E+001                  1.9476232061531187E+000                  7.2598421620358051E+000                  6.4547926275756218E-001                  6.5084281413746614E-001                  3.2860245783554176E-001                  2.3863511481322481E-005                  9.1694540626194761E-003                  5.1885552984378015E-003                  6.9999999893123221E-001                  2.7997020236474879E-001                  3.4468833607860737E-003                  9.3805276451495410E-003                  1.0103427409336061E-003                  9.7398990691407383E-001                  4.0728722089596836E-001 
                                      30                                      889                  2.5032036462086707E+007                  6.6221783580786884E+000                  1.4100000000000001E+000                  8.6889164342109956E-002                  5.9329847465144991E-001                 -4.0715552617818751E+001                  5.9329847465144969E-001                  5.4455306014641602E-001                 -3.8069683307927449E-001                 -4.0715552617818751E+001                  0.0000000000000000E+000                  3.8299338157956018E+000                  5.9325361021386280E-001                  1.5941233438022503E-001                  4.2684620711980630E+000                  1.7320254939912012E+001                  1.9488485770462372E+000                  7.2604562673788413E+000                  6.4703396124964685E-001                  6.4781811141320633E-001                  3.3163203083714993E-001                  2.4071622741820117E-005                  9.1320099154517127E-003                  5.2210761307390141E-003                  6.9999999893123221E-001                  2.7997020236474879E-001                  3.4468833607860737E-003                  9.3805276451495410E-003                  1.0103427409336061E-003                  9.7341612032282476E-001                  4.0785575725384282E-001 
                                      35                                      889                  6.2445328702547371E+007                  7.0180845883168121E+000                  1.4100000000000001E+000                  8.7352732922108531E-002                  5.9576677786511723E-001                 -4.0619928976668049E+001                  5.9576677786511700E-001                  5.4472566875107531E-001                 -3.5936806868503229E-001                 -4.0619928976668049E+001                  0.0000000000000000E+000                  3.8298610178792591E+000                  5.9569035418910588E-001                  1.6077630220053193E-001                  4.2657341355574490E+000                  1.7322095934338876E+001                  1.9519878920941047E+000                  7.2618067997816818E+000                  6.5098087172826591E-001                  6.4020676872013771E-001                  3.3925585068850195E-001                  2.4586714555546902E-005                  9.0356974033200151E-003                  5.3047486384048999E-003                  6.9999999893123221E-001                  2.7997020236474879E-001                  3.4468833607860737E-003                  9.3805276451495410E-003                  1.0103427409336061E-003                  9.7197995227128020E-001                  4.0927710519253463E-001 
                                      40                                      889                  1.5554157205033049E+008                  7.4139908185549368E+000                  1.4100000000000001E+000                  8.8369623669331016E-002                  6.0204234983284233E-001                 -4.0389361193165421E+001                  6.0204234983284233E-001                  5.4432922477220158E-001                 -3.0300441891621582E-001                 -4.0389361193165421E+001                  0.0000000000000000E+000                  3.8295524537441619E+000                  6.0193894681719373E-001                  1.6451772678477028E-001                  4.2582512863889725E+000                  1.7326344588450297E+001                  1.9598412444541775E+000                  7.2650461682789977E+000                  6.6130227123614294E-001                  6.2076747649023567E-001                  3.5872841649920939E-001                  2.5947804586714766E-005                  8.7779898151230905E-003                  5.5286548397075119E-003                  6.9999999893123221E-001                  2.7997020236474879E-001                  3.4468833607860737E-003                  9.3805276451495410E-003                  1.0103427409336061E-003                  9.6836443797922434E-001                  4.1286056889736050E-001 
