                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r21.12.1"                               "gfortran"                                 "10.2.0"                    "x86_64-linux-21.4.1"                                 "CRMATH"                               "20220413"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                           mass_conv_core                                   log_LH                                  log_LHe                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                             he_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_h1                               center_he4                               center_c12                               center_o16                               center_n14                               surface_h1                              surface_he4                              surface_c12                              surface_o16                              surface_n14                            total_mass_h1                           total_mass_he4 
                                       1                                     2402                  5.5901699437494777E+001                  1.7474250108400471E+000                  2.0000000000000000E+001                  8.8480287214350941E+000                  4.5932439005844090E+000                 -2.8045241617838304E+001                  4.5932439005844099E+000                  2.2759116775590620E+000                  4.5911473761478643E+000                 -2.8045241617838304E+001                  0.0000000000000000E+000                  4.5397643534064258E+000                  4.6500033154928744E+000                  7.6812611179808232E-001                  4.2028453993709496E+000                  1.6421000217265977E+001                  6.6934854017620860E-001                  7.5506108526833255E+000                  6.1730253125369772E-001                  6.9909570852473235E-001                  2.8035067589080986E-001                  7.9918230691718200E-005                  9.3172754784797071E-003                  4.9938143718800928E-003                  6.9999999999999918E-001                  2.7997020236474862E-001                  3.4468833607860759E-003                  9.3805276451495289E-003                  1.0103427409336055E-003                  1.3991789018914339E+001                  5.6028544878763906E+000 
                                       5                                     1022                  4.1599808653406109E+002                  2.0641499950305464E+000                  2.0000000000000000E+001                  8.1744662896863556E+000                  4.5831970035863048E+000                 -2.8003772353248486E+001                  4.5831970035863048E+000                  2.2234827686312508E+000                  4.5812958363855296E+000                 -2.8003772353248486E+001                  0.0000000000000000E+000                  4.5401174552214538E+000                  4.6495368654408313E+000                  7.6718668314200400E-001                  4.2047242566831056E+000                  1.6423936663429718E+001                  6.7147765509884449E-001                  7.5513908057972685E+000                  6.1731085299189448E-001                  6.9907845487482934E-001                  2.8036696938676881E-001                  7.1638575782427997E-005                  9.3144109261445313E-003                  5.0059804525672208E-003                  6.9999999999999996E-001                  2.7997020236474901E-001                  3.4468833607860781E-003                  9.3805276451495428E-003                  1.0103427409336068E-003                  1.3991646245142110E+001                  5.6029885982594241E+000 
                                      10                                     1022                  1.4511344452184962E+003                  2.4600562252686706E+000                  2.0000000000000000E+001                  8.3741667655879155E+000                  4.5967712079922434E+000                 -2.7893532996422863E+001                  4.5967712079922434E+000                  2.1138005371450834E+000                  4.5953405732697927E+000                 -2.7893532996422863E+001                  0.0000000000000000E+000                  4.5411077847741517E+000                  4.6485905449605189E+000                  7.6473286379645233E-001                  4.2096318953742093E+000                  1.6431296175059909E+001                  6.7693778284136541E-001                  7.5532743798867141E+000                  6.1733391240988833E-001                  6.9903008184648552E-001                  2.8041538690433415E-001                  6.4847982150071230E-005                  9.3058719050144664E-003                  5.0213744552937813E-003                  7.0000000000000007E-001                  2.7997020236474907E-001                  3.4468833607860785E-003                  9.3805276451495445E-003                  1.0103427409336070E-003                  1.3991234086033286E+001                  5.6033986126791557E+000 
                                      15                                     1024                  4.0268849492601489E+003                  2.8559624555067944E+000                  2.0000000000000000E+001                  8.6062092503385568E+000                  4.6307823054422750E+000                 -2.7775475131173113E+001                  4.6307823054422750E+000                  1.9873922195392904E+000                  4.6297940066125509E+000                 -2.7775475131173113E+001                  0.0000000000000000E+000                  4.5419534665223331E+000                  4.6440553654340260E+000                  7.6077391053684418E-001                  4.2175498018934254E+000                  1.6438576201072671E+001                  6.8207548077013103E-001                  7.5553054564052360E+000                  6.1739305525026389E-001                  6.9890541622917524E-001                  2.8054285745855639E-001                  6.4232081888787910E-005                  9.2833103151377886E-003                  5.0418343967407048E-003                  6.9999999999999996E-001                  2.7997020236474901E-001                  3.4468833607860781E-003                  9.3805276451495428E-003                  1.0103427409336068E-003                  1.3990134777663346E+001                  5.6045154911161390E+000 
                                      20                                     1024                  1.0436176443477072E+004                  3.2518686857449186E+000                  2.0000000000000000E+001                  8.8106649716694339E+000                  4.6378246002883738E+000                 -2.7763515163827304E+001                  4.6378246002883738E+000                  1.9210502161966627E+000                  4.6369900988085799E+000                 -2.7763515163827304E+001                  0.0000000000000000E+000                  4.5413800035400760E+000                  4.6362737369842391E+000                  7.5803002227646510E-001                  4.2230375784141838E+000                  1.6438323749898252E+001                  6.8153125349212229E-001                  7.5555090105005833E+000                  6.1754186911229236E-001                  6.9859173990769030E-001                  2.8086370134738209E-001                  6.4862338899317562E-005                  9.2269939296244063E-003                  5.0903759342192968E-003                  7.0000000000000007E-001                  2.7997020236474907E-001                  3.4468833607860785E-003                  9.3805276451495445E-003                  1.0103427409336070E-003                  1.3987290241062912E+001                  5.6074071217525434E+000 
                                      25                                     1024                  2.6384544654366924E+004                  3.6477749159830424E+000                  2.0000000000000000E+001                  8.8303095865829704E+000                  4.6367023823822011E+000                 -2.7792313807052626E+001                  4.6367023823822011E+000                  1.8729351596733190E+000                  4.6359535382055341E+000                 -2.7792313807052626E+001                  0.0000000000000000E+000                  4.5408605085533811E+000                  4.6353465615811187E+000                  7.5860542454829494E-001                  4.2218867738705237E+000                  1.6435620882314748E+001                  6.7954599632221901E-001                  7.5549624176603523E+000                  6.1791787568793621E-001                  6.9779995156035679E-001                  2.8167296472958858E-001                  6.6250324056510722E-005                  9.0890589054127939E-003                  5.2094497643877316E-003                  6.9999999999999996E-001                  2.7997020236474901E-001                  3.4468833607860781E-003                  9.3805276451495428E-003                  1.0103427409336068E-003                  1.3980224043699140E+001                  5.6145863975053265E+000 
                                      30                                     1024                  6.6069188240888354E+004                  4.0436811462211661E+000                  2.0000000000000000E+001                  8.8423047726121169E+000                  4.6375217521257861E+000                 -2.7845223693317141E+001                  4.6375217521257861E+000                  1.8163431424123331E+000                  4.6368657070458177E+000                 -2.7845223693317141E+001                  0.0000000000000000E+000                  4.5400705605851508E+000                  4.6363187772968653E+000                  7.6067142834262791E-001                  4.2177547662818586E+000                  1.6430416559936241E+001                  6.7585538628994157E-001                  7.5539203368231318E+000                  6.1885651710714196E-001                  6.9582816493356670E-001                  2.8368532228299592E-001                  6.9544850072563661E-005                  8.7688777040066043E-003                  5.4857647019327521E-003                  7.0000000000000007E-001                  2.7997020236474907E-001                  3.4468833607860785E-003                  9.3805276451495445E-003                  1.0103427409336070E-003                  1.3962641084564384E+001                  5.6324331048873919E+000 
                                      35                                     1018                  1.6481728057010131E+005                  4.4395873764592908E+000                  2.0000000000000000E+001                  8.8712960522429078E+000                  4.6398312539972375E+000                 -2.7940991454067454E+001                  4.6398312539972375E+000                  1.7575344548065988E+000                  4.6392613884337095E+000                 -2.7940991454067454E+001                  0.0000000000000000E+000                  4.5384719495562820E+000                  4.6388950594148151E+000                  7.6515679145934046E-001                  4.2087840400484327E+000                  1.6420010001208691E+001                  6.6858615461869619E-001                  7.5519540529553701E+000                  6.2118874808322022E-001                  6.9095752160491741E-001                  2.8864207225671412E-001                  7.6521703944136524E-005                  8.0893141680463479E-003                  6.0722431330478078E-003                  6.9999999999999996E-001                  2.7997020236474901E-001                  3.4468833607860781E-003                  9.3805276451495428E-003                  1.0103427409336068E-003                  1.3918802076097991E+001                  5.6768577455781308E+000 
                                      40                                     1011                  4.1053413367472845E+005                  4.8354936066974146E+000                  2.0000000000000000E+001                  8.7885649692093377E+000                  4.6463774923236834E+000                 -2.8063959778998097E+001                  4.6463774923236842E+000                  1.6929729975811503E+000                  4.6458937415534773E+000                 -2.8063959778998097E+001                  0.0000000000000000E+000                  4.5355855765060804E+000                  4.6456822557665527E+000                  7.7432313573561318E-001                  4.1904513514958879E+000                  1.6402033090680533E+001                  6.5652946452276817E-001                  7.5490538452162710E+000                  6.2721854538951916E-001                  6.7854381037055278E-001                  3.0122012638456985E-001                  8.9834521458432228E-005                  6.7923354906295223E-003                  7.1915678553541871E-003                  7.0000000000000007E-001                  2.7997020236474907E-001                  3.4468833607860785E-003                  9.3805276451495445E-003                  1.0103427409336070E-003                  1.3808846892205748E+001                  5.7879845562526731E+000 
