                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r21.12.1"                               "gfortran"                                 "10.2.0"                    "x86_64-linux-21.4.1"                                 "CRMATH"                               "20220413"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                           mass_conv_core                                   log_LH                                  log_LHe                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                             he_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_h1                               center_he4                               center_c12                               center_o16                               center_n14                               surface_h1                              surface_he4                              surface_c12                              surface_o16                              surface_n14                            total_mass_h1                           total_mass_he4 
                                       1                                     3832                  1.0000000000000000E+005                  5.0000000000000000E+000                  9.0999999999999992E-001                  1.1929027525052380E-001                 -2.7394881603156079E-001                 -4.8565552339730459E+001                 -2.7394881603156057E-001                 -3.0040445678065569E-001                 -1.5023755160555390E+000                 -4.8565552339730459E+001                  0.0000000000000000E+000                  3.7276110573408809E+000                 -3.2376227572495025E-001                 -9.4450091679739667E-002                  4.5860092029837061E+000                  1.7131499839039208E+001                  1.8913762785757016E+000                  7.1112627401642765E+000                  6.2133718019230577E-001                  6.9953984108481948E-001                  2.8027961571174714E-001                  3.1926308333195177E-003                  9.3805149585421774E-003                  1.3069817904196627E-003                  6.9999998682412812E-001                  2.7997020236474834E-001                  3.4468833607860672E-003                  9.3805276451495254E-003                  1.0103427409336042E-003                  6.3691193671609980E-001                  2.5481187817294887E-001 
                                       5                                      812                  7.4416000000000000E+005                  5.3167249841904987E+000                  9.0999999999999992E-001                  8.8570928531175472E-002                 -3.1153527487676619E-001                 -4.8585313677999842E+001                 -3.1153527487676635E-001                 -3.3980338382477560E-001                 -1.5120802217545068E+000                 -4.8585313677999842E+001                  0.0000000000000000E+000                  3.7249663523895591E+000                 -3.3973507831047989E-001                 -9.7147083069861917E-002                  4.5914031857639506E+000                  1.7127650656269189E+001                  1.8877825289040218E+000                  7.1110472374329401E+000                  6.2134588545778235E-001                  6.9952211049978752E-001                  2.8030748930524563E-001                  3.1779344069277709E-003                  9.3805143083857435E-003                  1.3241281900989823E-003                  6.9999998681593822E-001                  2.7997020236474879E-001                  3.4468833607860733E-003                  9.3805276451495393E-003                  1.0103427409336068E-003                  6.3690848999661309E-001                  2.5481464441491442E-001 
                                      10                                      809                  2.5958682112000003E+006                  5.7126312144286233E+000                  9.0999999999999992E-001                  7.2388490263294039E-002                 -3.5229854911576997E-001                 -4.8646040523799499E+001                 -3.5229854911577019E-001                 -3.8141880444152532E-001                 -1.5403664556077994E+000                 -4.8646040523799499E+001                  0.0000000000000000E+000                  3.7235175904833593E+000                 -3.4974135679830121E-001                 -9.9252698501371792E-002                  4.5956144166269697E+000                  1.7127361743423620E+001                  1.8886709654802423E+000                  7.1098747920043142E+000                  6.2137529234053679E-001                  6.9946199374853357E-001                  2.8037483257263746E-001                  3.1337589608879004E-003                  9.3805123396101340E-003                  1.3756679331575036E-003                  6.9999998678798880E-001                  2.7997020236474879E-001                  3.4468833607860733E-003                  9.3805276451495393E-003                  1.0103427409336068E-003                  6.3689801167270799E-001                  2.5482109884820553E-001 
                                      15                                      810                  7.2035107872931836E+006                  6.1085374446667471E+000                  9.0999999999999992E-001                  5.3199496213426976E-002                 -3.5244590682276522E-001                 -4.8680121936478535E+001                 -3.5244590682276505E-001                 -3.7969263622074800E-001                 -1.5684679814840692E+000                 -4.8680121936478535E+001                  0.0000000000000000E+000                  3.7235799522477815E+000                 -3.4829960007619160E-001                 -9.8656543669162405E-002                  4.5944221069625515E+000                  1.7134348934201203E+001                  1.8965413534797830E+000                  7.1089683739403995E+000                  6.2146119783729781E-001                  6.9928628378556457E-001                  2.8053889125021353E-001                  3.0048772322193310E-003                  9.3805063790185477E-003                  1.5260351654551685E-003                  6.9999998672302199E-001                  2.7997020236474879E-001                  3.4468833607860733E-003                  9.3805276451495393E-003                  1.0103427409336068E-003                  6.3687130368239087E-001                  2.5483585516575169E-001 
                                      20                                      800                  1.8668799962237377E+007                  6.5044436749048709E+000                  9.0999999999999992E-001                  3.5017340179342049E-002                 -3.4027211855260819E-001                 -4.8754586020429066E+001                 -3.4027211855260842E-001                 -3.6258443558559339E-001                 -1.6406201540398306E+000                 -4.8754586020429066E+001                  0.0000000000000000E+000                  3.7238710857702295E+000                 -3.4434385403067280E-001                 -9.7260937691297747E-002                  4.5916308950068219E+000                  1.7134442602814175E+001                  1.8982631173540434E+000                  7.1074823965802079E+000                  6.2170064776210587E-001                  6.9879692710222119E-001                  2.8097393503717599E-001                  2.6417127970133555E-003                  9.3804876779463395E-003                  1.9497433699669693E-003                  6.9999998656311380E-001                  2.7997020236474879E-001                  3.4468833607860733E-003                  9.3805276451495393E-003                  1.0103427409336068E-003                  6.3680708248778251E-001                  2.5487631484617818E-001 
                                      25                                      791                  4.7198108322034501E+007                  6.9003499051429955E+000                  9.0999999999999992E-001                  1.8641106623987602E-002                 -3.4093955979077967E-001                 -4.8887460220049739E+001                 -3.4093955979077939E-001                 -3.5631229110585572E-001                 -1.7996365274746344E+000                 -4.8887460220049739E+001                  0.0000000000000000E+000                  3.7236648961026768E+000                 -3.4188152498546087E-001                 -9.5617393833586847E-002                  4.5883438072914000E+000                  1.7133603262314750E+001                  1.9004978101997307E+000                  7.1048176451834957E+000                  6.2233760468019861E-001                  6.9749314977738752E-001                  2.8214357037954696E-001                  1.8035340834350157E-003                  9.3804301179525335E-003                  2.9276689008029483E-003                  6.9999998618576598E-001                  2.7997020236474879E-001                  3.4468833607860733E-003                  9.3805276451495393E-003                  1.0103427409336068E-003                  6.3665738557843221E-001                  2.5498435343041082E-001 
                                      30                                      785                  1.1818815689988488E+008                  7.2962561353811193E+000                  9.0999999999999992E-001                  5.2516896856962831E-003                 -3.3717171931110890E-001                 -4.8956764639089577E+001                 -3.3717171931110906E-001                 -3.4591901328562685E-001                 -2.0374486143657689E+000                 -4.8956764639089577E+001                  0.0000000000000000E+000                  3.7239946750830573E+000                 -3.3721763793225623E-001                 -9.3945008267745933E-002                  4.5849990361597186E+000                  1.7137320543491054E+001                  1.9071912593910774E+000                  7.1029273992795572E+000                  6.2399583673153658E-001                  6.9408285296619432E-001                  2.8535803466187382E-001                  5.7485466941076951E-004                  9.3802353232444319E-003                  4.3612986625341564E-003                  6.9999998527977803E-001                  2.7997020236474890E-001                  3.4468833607860746E-003                  9.3805276451495410E-003                  1.0103427409336068E-003                  6.3630362743557400E-001                  2.5526976830618670E-001 
                                      35                                      781                  2.9483411457712144E+008                  7.6921623656192430E+000                  9.0999999999999992E-001                  0.0000000000000000E+000                 -3.3126820428383463E-001                 -4.8907065517620254E+001                 -3.3126820428383458E-001                 -3.3574368289222534E-001                 -2.3204488475437985E+000                 -4.8907065517620254E+001                  0.0000000000000000E+000                  3.7245600203680644E+000                 -3.3124746361526580E-001                 -9.2090611679264592E-002                  4.5812902429827558E+000                  1.7143160660690860E+001                  1.9162280242087422E+000                  7.1027276335734548E+000                  6.2840595973243019E-001                  6.8500900491063110E-001                  2.9435019441547022E-001                  3.3003619711775340E-005                  9.3794756610170709E-003                  4.9941229249652556E-003                  6.9999998306804556E-001                  2.7997020236474890E-001                  3.4468833607860759E-003                  9.3805276451495445E-003                  1.0103427409336070E-003                  6.3545179791589990E-001                  2.5601703436599982E-001 
                                      40                                      783                  7.3438578398454285E+008                  8.0880685958573668E+000                  9.0999999999999992E-001                  0.0000000000000000E+000                 -3.2105335877171004E-001                 -4.8646951871649378E+001                 -3.2105335877171021E-001                 -3.2336280520830057E-001                 -2.5964839875561867E+000                 -4.8646951871649378E+001                  0.0000000000000000E+000                  3.7256736955092635E+000                 -3.2099590738232514E-001                 -8.9192183845193174E-002                  4.5754933873146131E+000                  1.7153910213798060E+001                  1.9316852960506412E+000                  7.1056842140364953E+000                  6.3964754496100740E-001                  6.6232742493843022E-001                  3.1703419851997711E-001                  1.3045072394085038E-005                  9.3772571962515948E-003                  5.0193490535056871E-003                  6.9999997764302835E-001                  2.7997020236474890E-001                  3.4468833607860759E-003                  9.3805276451495445E-003                  1.0103427409336070E-003                  6.3335834831699234E-001                  2.5795944533208504E-001 
