                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r21.12.1"                               "gfortran"                                 "10.2.0"                    "x86_64-linux-21.4.1"                                 "CRMATH"                               "20220412"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                           mass_conv_core                                   log_LH                                  log_LHe                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                             he_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_h1                               center_he4                               center_c12                               center_o16                               center_n14                               surface_h1                              surface_he4                              surface_c12                              surface_o16                              surface_n14                            total_mass_h1                           total_mass_he4 
                                       1                                     2485                  5.6657638516096658E-006                 -5.2467415307827725E+000                  1.7600000000000000E+000                  3.1254088551869269E-001                  9.7112364161419251E-001                 -3.9060650468031405E+001                  9.7112364161419296E-001                  8.1433029758467290E-001                  4.5262635366747433E-001                 -3.9060650468031405E+001                  0.0000000000000000E+000                  3.9005191601455151E+000                  9.3815250999605648E-001                  1.9069109557149522E-001                  4.3021981039742920E+000                  1.7286056629370130E+001                  1.8582038561352960E+000                  7.3016893938873579E+000                  6.2444476266113025E-001                  6.9315541500663214E-001                  2.8628482491405616E-001                  2.7328347885825947E-005                  9.2377798290314769E-003                  5.1247279283971560E-003                  6.9999999977096683E-001                  2.7997020236474879E-001                  3.4468833607860755E-003                  9.3805276451495393E-003                  1.0103427409336059E-003                  1.2297330262253057E+000                  4.9466762863042968E-001 
                                       5                                      941                  6.6516067617897475E-006                 -6.5143477709598034E+000                  1.7600000000000000E+000                  3.0260189278766688E-003                  9.7129372997018959E-001                 -3.9060712910565734E+001                  9.7129372997018948E-001                  8.1457708577708221E-001                  4.5261999068593167E-001                 -3.9060712910565734E+001                  0.0000000000000000E+000                  3.9029033188732742E+000                  9.4774877310473171E-001                  1.9072090967031513E-001                  4.3021384757766521E+000                  1.7286263246744312E+001                  1.8583310309659422E+000                  7.3017682327215141E+000                  6.2444473048724736E-001                  6.9315541500673516E-001                  2.8628482491385426E-001                  2.7328347847738769E-005                  9.2377798290401800E-003                  5.1247279284339755E-003                  6.9999999977096683E-001                  2.7997020236474884E-001                  3.4468833607860755E-003                  9.3805276451495393E-003                  1.0103427409336061E-003                  1.2297330262253039E+000                  4.9466762863042946E-001 
                                      10                                      936                  7.9880018129966222E-006                 -6.8788640241448915E+000                  1.7600000000000000E+000                  3.0260189274149587E-003                  9.7143897936456736E-001                 -3.9060686915870178E+001                  9.7143897936456747E-001                  8.1480059818287498E-001                  4.5258508651741414E-001                 -3.9060686915870178E+001                  0.0000000000000000E+000                  3.9058548335766043E+000                  9.5962515123434744E-001                  1.9075606932846254E-001                  4.3020681564603578E+000                  1.7286265598714365E+001                  1.8583363603616556E+000                  7.3017652521632268E+000                  6.2444473177943394E-001                  6.9315541500679911E-001                  2.8628482491372897E-001                  2.7328347824335191E-005                  9.2377798290455768E-003                  5.1247279284565555E-003                  6.9999999977096683E-001                  2.7997020236474879E-001                  3.4468833607860755E-003                  9.3805276451495393E-003                  1.0103427409336061E-003                  1.2297330262253043E+000                  4.9466762863042946E-001 
                                      15                                      936                  8.0657183252052683E-006                 -7.8454402686579421E+000                  1.7600000000000000E+000                  3.0260189273322454E-003                  9.7144404792961303E-001                 -3.9060687340008208E+001                  9.7144404792961314E-001                  8.1480858072588735E-001                  4.5258344532862566E-001                 -3.9060687340008208E+001                  0.0000000000000000E+000                  3.9059932311168275E+000                  9.6018194285150671E-001                  1.9075767005659500E-001                  4.3020649550040924E+000                  1.7286265628081757E+001                  1.8583365905119273E+000                  7.3017650514991388E+000                  6.2444473186594174E-001                  6.9315541500680034E-001                  2.8628482491372648E-001                  2.7328347823858498E-005                  9.2377798290456895E-003                  5.1247279284570143E-003                  6.9999999977096683E-001                  2.7997020236474879E-001                  3.4468833607860755E-003                  9.3805276451495393E-003                  1.0103427409336061E-003                  1.2297330262253037E+000                  4.9466762863042946E-001 
                                      20                                      936                  8.1305357996488030E-006                 -7.8297452801314238E+000                  1.7600000000000000E+000                  3.0260189273026315E-003                  9.7144834977142680E-001                 -3.9060687714262137E+001                  9.7144834977142680E-001                  8.1481535537617111E-001                  4.5258205314112815E-001                 -3.9060687714262137E+001                  0.0000000000000000E+000                  3.9061090937238956E+000                  9.6064805791221708E-001                  1.9075900237281451E-001                  4.3020622903716532E+000                  1.7286265652649192E+001                  1.8583367844836176E+000                  7.3017648821956325E+000                  6.2444473193891581E-001                  6.9315541500680133E-001                  2.8628482491372464E-001                  2.7328347823498498E-005                  9.2377798290457711E-003                  5.1247279284573630E-003                  6.9999999977096683E-001                  2.7997020236474879E-001                  3.4468833607860755E-003                  9.3805276451495393E-003                  1.0103427409336064E-003                  1.2297330262253034E+000                  4.9466762863042940E-001 
                                      25                                      936                  8.1977385571518589E-006                 -7.8140502916049055E+000                  1.7600000000000000E+000                  3.0260189272715062E-003                  9.7145274797279035E-001                 -3.9060688113013754E+001                  9.7145274797279046E-001                  8.1482228226320175E-001                  4.5258062853643738E-001                 -3.9060688113013754E+001                  0.0000000000000000E+000                  3.9062258214112422E+000                  9.6111764507058817E-001                  1.9076034057730704E-001                  4.3020596139626681E+000                  1.7286265677558884E+001                  1.8583369818927504E+000                  7.3017647097990368E+000                  6.2444473201320982E-001                  6.9315541500680244E-001                  2.8628482491372276E-001                  2.7328347823166174E-005                  9.2377798290458474E-003                  5.1247279284576839E-003                  6.9999999977096683E-001                  2.7997020236474884E-001                  3.4468833607860755E-003                  9.3805276451495393E-003                  1.0103427409336064E-003                  1.2297330262253039E+000                  4.9466762863042940E-001 
                                      30                                      937                  8.2674143761310261E-006                 -7.7983553030783881E+000                  1.7600000000000000E+000                  3.0260189272387035E-003                  9.7145727496468604E-001                 -3.9060688538545506E+001                  9.7145727496468604E-001                  8.1482941145066212E-001                  4.5257916333408715E-001                 -3.9060688538545506E+001                  0.0000000000000000E+000                  3.9063596878508631E+000                  9.6165597935667868E-001                  1.9076177484111076E-001                  4.3020567454350607E+000                  1.7286265702827230E+001                  1.8583371823082133E+000                  7.3017645347564013E+000                  6.2444473208863116E-001                  6.9315541500680322E-001                  2.8628482491372120E-001                  2.7328347822859290E-005                  9.2377798290459185E-003                  5.1247279284579788E-003                  6.9999999977096683E-001                  2.7997020236474884E-001                  3.4468833607860755E-003                  9.3805276451495393E-003                  1.0103427409336064E-003                  1.2297330262253041E+000                  4.9466762863042940E-001 
                                      35                                      936                  8.3533996986959544E-006                 -7.7826603145518698E+000                  1.7600000000000000E+000                  3.0260189271970944E-003                  9.7146269183701572E-001                 -3.9060689080468521E+001                  9.7146269183701561E-001                  8.1483794645626184E-001                  4.5257739978273615E-001                 -3.9060689080468521E+001                  0.0000000000000000E+000                  3.9064983988881781E+000                  9.6221398675321745E-001                  1.9076335646474979E-001                  4.3020535821877832E+000                  1.7286265733263122E+001                  1.8583374231921830E+000                  7.3017643244336474E+000                  6.2444473217923646E-001                  6.9315541500680389E-001                  2.8628482491371954E-001                  2.7328347822526244E-005                  9.2377798290459983E-003                  5.1247279284583006E-003                  6.9999999977096683E-001                  2.7997020236474884E-001                  3.4468833607860755E-003                  9.3805276451495393E-003                  1.0103427409336064E-003                  1.2297330262253034E+000                  4.9466762863042918E-001 
                                      40                                      936                  8.4282980157330828E-006                 -7.7669653260253515E+000                  1.7600000000000000E+000                  3.0260189271604778E-003                  9.7146738787251630E-001                 -3.9060689568453810E+001                  9.7146738787251630E-001                  8.1484534469371483E-001                  4.5257587306165858E-001                 -3.9060689568453810E+001                  0.0000000000000000E+000                  3.9066133266558434E+000                  9.6267632655309288E-001                  1.9076467082935616E-001                  4.3020509534585702E+000                  1.7286265759174007E+001                  1.8583376271932450E+000                  7.3017641464491208E+000                  6.2444473225589636E-001                  6.9315541500680466E-001                  2.8628482491371815E-001                  2.7328347822270328E-005                  9.2377798290460538E-003                  5.1247279284585478E-003                  6.9999999977096683E-001                  2.7997020236474884E-001                  3.4468833607860755E-003                  9.3805276451495410E-003                  1.0103427409336064E-003                  1.2297330262253037E+000                  4.9466762863042968E-001 
